'Elapsed time','MLII','V1'
'0:08.833',0.310,-0.090
'0:08.836',0.465,-0.120
'0:08.839',0.590,-0.220
'0:08.842',0.690,-0.330
'0:08.844',0.730,-0.420
'0:08.847',0.725,-0.495
'0:08.850',0.685,-0.545
'0:08.853',0.605,-0.590
'0:08.856',0.530,-0.595
'0:08.858',0.425,-0.500
'0:08.861',0.240,-0.385
'0:08.864',-0.040,-0.285
'0:08.867',-0.335,-0.330
'0:08.869',-0.590,-0.470
'0:08.872',-0.785,-0.605
'0:08.875',-0.870,-0.680
'0:08.878',-0.895,-0.680
'0:08.881',-0.875,-0.635
'0:08.883',-0.835,-0.595
'0:08.886',-0.820,-0.610
'0:08.889',-0.825,-0.640
'0:08.892',-0.850,-0.630
'0:08.894',-0.885,-0.565
'0:08.897',-0.930,-0.540
'0:08.900',-0.970,-0.535
'0:08.903',-0.990,-0.590
'0:08.906',-1.010,-0.645
'0:08.908',-1.005,-0.645
'0:08.911',-1.010,-0.615
'0:08.914',-1.020,-0.565
'0:08.917',-1.050,-0.565
'0:08.919',-1.040,-0.615
'0:08.922',-1.030,-0.655
'0:08.925',-1.020,-0.645
'0:08.928',-0.995,-0.575
'0:08.931',-1.000,-0.500
'0:08.933',-1.000,-0.485
'0:08.936',-1.010,-0.530
'0:08.939',-1.010,-0.600
'0:08.942',-1.000,-0.640
'0:08.944',-0.995,-0.615
'0:08.947',-1.025,-0.575
'0:08.950',-1.040,-0.535
'0:08.953',-1.035,-0.550
'0:08.956',-1.030,-0.600
'0:08.958',-1.000,-0.620
'0:08.961',-0.985,-0.585
'0:08.964',-0.990,-0.515
'0:08.967',-0.995,-0.480
'0:08.969',-1.010,-0.490
'0:08.972',-0.995,-0.560
'0:08.975',-0.990,-0.590
'0:08.978',-0.985,-0.575
'0:08.981',-1.000,-0.530
'0:08.983',-1.010,-0.500
'0:08.986',-1.015,-0.515
'0:08.989',-1.020,-0.540
'0:08.992',-1.005,-0.560
'0:08.994',-0.980,-0.525
'0:08.997',-0.965,-0.445
'0:09.000',-0.965,-0.420
'0:09.003',-0.970,-0.440
'0:09.006',-0.975,-0.490
'0:09.008',-0.965,-0.535
'0:09.011',-0.975,-0.530
'0:09.014',-0.980,-0.480
'0:09.017',-0.980,-0.430
'0:09.019',-0.995,-0.450
'0:09.022',-0.980,-0.485
'0:09.025',-0.970,-0.505
'0:09.028',-0.940,-0.475
'0:09.031',-0.940,-0.410
'0:09.033',-0.935,-0.375
'0:09.036',-0.965,-0.395
'0:09.039',-0.960,-0.460
'0:09.042',-0.940,-0.490
'0:09.044',-0.935,-0.455
'0:09.047',-0.930,-0.410
'0:09.050',-0.950,-0.405
'0:09.053',-0.950,-0.430
'0:09.056',-0.955,-0.490
'0:09.058',-0.930,-0.485
'0:09.061',-0.900,-0.450
'0:09.064',-0.905,-0.370
'0:09.067',-0.905,-0.360
'0:09.069',-0.910,-0.400
'0:09.072',-0.915,-0.470
'0:09.075',-0.910,-0.510
'0:09.078',-0.900,-0.490
'0:09.081',-0.890,-0.460
'0:09.083',-0.905,-0.430
'0:09.086',-0.925,-0.450
'0:09.089',-0.920,-0.525
'0:09.092',-0.890,-0.550
'0:09.094',-0.890,-0.515
'0:09.097',-0.870,-0.450
'0:09.100',-0.865,-0.410
'0:09.103',-0.875,-0.420
'0:09.106',-0.890,-0.485
'0:09.108',-0.885,-0.555
'0:09.111',-0.880,-0.600
'0:09.114',-0.885,-0.570
'0:09.117',-0.885,-0.535
'0:09.119',-0.895,-0.515
'0:09.122',-0.910,-0.535
'0:09.125',-0.905,-0.600
'0:09.128',-0.890,-0.610
'0:09.131',-0.880,-0.600
'0:09.133',-0.885,-0.540
'0:09.136',-0.895,-0.495
'0:09.139',-0.910,-0.530
'0:09.142',-0.910,-0.610
'0:09.144',-0.910,-0.665
'0:09.147',-0.925,-0.670
'0:09.150',-0.920,-0.625
'0:09.153',-0.925,-0.575
'0:09.156',-0.960,-0.560
'0:09.158',-0.940,-0.600
'0:09.161',-0.920,-0.665
'0:09.164',-0.900,-0.660
'0:09.167',-0.890,-0.610
'0:09.169',-0.925,-0.555
'0:09.172',-0.925,-0.540
'0:09.175',-0.935,-0.595
'0:09.178',-0.940,-0.660
'0:09.181',-0.930,-0.695
'0:09.183',-0.925,-0.665
'0:09.186',-0.940,-0.600
'0:09.189',-0.955,-0.575
'0:09.192',-0.965,-0.590
'0:09.194',-0.945,-0.630
'0:09.197',-0.915,-0.660
'0:09.200',-0.920,-0.615
'0:09.203',-0.915,-0.560
'0:09.206',-0.940,-0.535
'0:09.208',-0.950,-0.570
'0:09.211',-0.960,-0.640
'0:09.214',-0.960,-0.695
'0:09.217',-0.950,-0.695
'0:09.219',-0.975,-0.635
'0:09.222',-1.000,-0.565
'0:09.225',-1.020,-0.550
'0:09.228',-0.995,-0.620
'0:09.231',-0.975,-0.645
'0:09.233',-0.955,-0.665
'0:09.236',-0.955,-0.625
'0:09.239',-0.985,-0.560
'0:09.242',-1.005,-0.580
'0:09.244',-1.010,-0.645
'0:09.247',-1.020,-0.690
'0:09.250',-1.010,-0.710
'0:09.253',-1.025,-0.640
'0:09.256',-1.025,-0.605
'0:09.258',-1.025,-0.595
'0:09.261',-1.035,-0.635
'0:09.264',-1.005,-0.665
'0:09.267',-0.990,-0.645
'0:09.269',-1.000,-0.605
'0:09.272',-1.010,-0.585
'0:09.275',-1.015,-0.590
'0:09.278',-1.030,-0.650
'0:09.281',-1.020,-0.710
'0:09.283',-1.005,-0.695
'0:09.286',-1.000,-0.625
'0:09.289',-1.010,-0.585
'0:09.292',-1.025,-0.570
'0:09.294',-1.015,-0.610
'0:09.297',-0.990,-0.655
'0:09.300',-0.965,-0.680
'0:09.303',-0.965,-0.640
'0:09.306',-0.965,-0.565
'0:09.308',-1.005,-0.545
'0:09.311',-1.000,-0.585
'0:09.314',-1.000,-0.650
'0:09.317',-0.990,-0.700
'0:09.319',-1.005,-0.690
'0:09.322',-0.980,-0.625
'0:09.325',-0.990,-0.585
'0:09.328',-0.990,-0.600
'0:09.331',-0.960,-0.620
'0:09.333',-0.930,-0.645
'0:09.336',-0.915,-0.610
'0:09.339',-0.920,-0.580
'0:09.342',-0.950,-0.555
'0:09.344',-0.935,-0.605
'0:09.347',-0.930,-0.675
'0:09.350',-0.925,-0.715
'0:09.353',-0.910,-0.700
'0:09.356',-0.900,-0.620
'0:09.358',-0.890,-0.545
'0:09.361',-0.865,-0.545
'0:09.364',-0.825,-0.585
'0:09.367',-0.790,-0.630
'0:09.369',-0.775,-0.620
'0:09.372',-0.755,-0.580
'0:09.375',-0.755,-0.535
'0:09.378',-0.750,-0.530
'0:09.381',-0.755,-0.585
'0:09.383',-0.750,-0.610
'0:09.386',-0.750,-0.575
'0:09.389',-0.765,-0.525
'0:09.392',-0.770,-0.490
'0:09.394',-0.760,-0.510
'0:09.397',-0.750,-0.565
'0:09.400',-0.755,-0.600
'0:09.403',-0.760,-0.580
'0:09.406',-0.780,-0.525
'0:09.408',-0.795,-0.485
'0:09.411',-0.810,-0.510
'0:09.414',-0.835,-0.590
'0:09.417',-0.825,-0.640
'0:09.419',-0.820,-0.650
'0:09.422',-0.825,-0.595
'0:09.425',-0.850,-0.545
'0:09.428',-0.880,-0.545
'0:09.431',-0.890,-0.610
'0:09.433',-0.900,-0.645
'0:09.436',-0.895,-0.665
'0:09.439',-0.930,-0.605
'0:09.442',-0.945,-0.585
'0:09.444',-0.980,-0.600
'0:09.447',-0.980,-0.645
'0:09.450',-0.990,-0.690
'0:09.453',-0.980,-0.670
'0:09.456',-0.980,-0.615
'0:09.458',-1.005,-0.575
'0:09.461',-0.995,-0.600
'0:09.464',-0.985,-0.660
'0:09.467',-0.960,-0.655
'0:09.469',-0.930,-0.645
'0:09.472',-0.955,-0.580
'0:09.475',-0.975,-0.580
'0:09.478',-0.995,-0.610
'0:09.481',-0.995,-0.695
'0:09.483',-1.000,-0.725
'0:09.486',-1.010,-0.700
'0:09.489',-1.065,-0.630
'0:09.492',-1.100,-0.575
'0:09.494',-1.150,-0.590
'0:09.497',-1.175,-0.635
'0:09.500',-1.185,-0.690
'0:09.503',-1.165,-0.685
'0:09.506',-1.110,-0.615
'0:09.508',-1.040,-0.520
'0:09.511',-0.925,-0.435
'0:09.514',-0.780,-0.435
'0:09.517',-0.575,-0.440
'0:09.519',-0.380,-0.405
'0:09.522',-0.185,-0.320
'0:09.525',-0.005,-0.220
'0:09.528',0.145,-0.140
'0:09.531',0.310,-0.165
'0:09.533',0.480,-0.215
'0:09.536',0.595,-0.305
'0:09.539',0.685,-0.360
'0:09.542',0.695,-0.410
'0:09.544',0.695,-0.495
'0:09.547',0.655,-0.590
'0:09.550',0.585,-0.660
'0:09.553',0.530,-0.670
'0:09.556',0.445,-0.595
'0:09.558',0.290,-0.450
'0:09.561',0.060,-0.345
'0:09.564',-0.240,-0.350
'0:09.567',-0.515,-0.460
'0:09.569',-0.725,-0.585
'0:09.572',-0.855,-0.680
'0:09.575',-0.915,-0.695
'0:09.578',-0.915,-0.675
'0:09.581',-0.905,-0.675
'0:09.583',-0.865,-0.705
'0:09.586',-0.840,-0.700
'0:09.589',-0.845,-0.665
'0:09.592',-0.890,-0.610
'0:09.594',-0.940,-0.575
'0:09.597',-0.995,-0.595
'0:09.600',-1.020,-0.650
'0:09.603',-1.035,-0.685
'0:09.606',-1.035,-0.670
'0:09.608',-1.045,-0.595
'0:09.611',-1.065,-0.585
'0:09.614',-1.085,-0.630
'0:09.617',-1.085,-0.675
'0:09.619',-1.070,-0.730
'0:09.622',-1.065,-0.695
'0:09.625',-1.050,-0.630
'0:09.628',-1.055,-0.565
'0:09.631',-1.060,-0.575
'0:09.633',-1.030,-0.620
'0:09.636',-1.025,-0.635
'0:09.639',-1.025,-0.605
'0:09.642',-1.035,-0.570
'0:09.644',-1.060,-0.575
'0:09.647',-1.070,-0.640
'0:09.650',-1.055,-0.670
'0:09.653',-1.055,-0.670
'0:09.656',-1.055,-0.610
'0:09.658',-1.055,-0.560
'0:09.661',-1.050,-0.560
'0:09.664',-1.040,-0.595
'0:09.667',-1.020,-0.625
'0:09.669',-1.020,-0.600
'0:09.672',-1.010,-0.550
'0:09.675',-1.020,-0.545
'0:09.678',-1.030,-0.565
'0:09.681',-1.025,-0.620
'0:09.683',-1.025,-0.635
'0:09.686',-1.025,-0.600
'0:09.689',-1.030,-0.540
'0:09.692',-1.025,-0.495
'0:09.694',-1.010,-0.510
'0:09.697',-1.000,-0.530
'0:09.700',-0.975,-0.560
'0:09.703',-0.970,-0.535
'0:09.706',-0.985,-0.480
'0:09.708',-1.005,-0.455
'0:09.711',-1.025,-0.500
'0:09.714',-1.005,-0.550
'0:09.717',-1.010,-0.575
'0:09.719',-0.995,-0.555
'0:09.722',-0.995,-0.485
'0:09.725',-1.000,-0.435
'0:09.728',-0.985,-0.460
'0:09.731',-0.965,-0.505
'0:09.733',-0.955,-0.520
'0:09.736',-0.950,-0.510
'0:09.739',-0.950,-0.435
'0:09.742',-0.960,-0.410
'0:09.744',-0.970,-0.450
'0:09.747',-0.980,-0.515
'0:09.750',-0.970,-0.555
'0:09.753',-0.970,-0.545
'0:09.756',-0.975,-0.500
'0:09.758',-0.970,-0.425
'0:09.761',-0.960,-0.425
'0:09.764',-0.950,-0.450
'0:09.767',-0.935,-0.510
'0:09.769',-0.905,-0.535
'0:09.772',-0.905,-0.510
'0:09.775',-0.910,-0.460
'0:09.778',-0.935,-0.465
'0:09.781',-0.935,-0.515
'0:09.783',-0.960,-0.565
'0:09.786',-0.940,-0.580
'0:09.789',-0.930,-0.550
'0:09.792',-0.925,-0.485
'0:09.794',-0.920,-0.465
'0:09.797',-0.930,-0.505
'0:09.800',-0.890,-0.565
'0:09.803',-0.880,-0.600
'0:09.806',-0.880,-0.580
'0:09.808',-0.895,-0.520
'0:09.811',-0.910,-0.530
'0:09.814',-0.915,-0.570
'0:09.817',-0.940,-0.635
'0:09.819',-0.935,-0.685
'0:09.822',-0.920,-0.665
'0:09.825',-0.905,-0.595
'0:09.828',-0.920,-0.545
'0:09.831',-0.930,-0.535
'0:09.833',-0.925,-0.570
'0:09.836',-0.915,-0.660
'0:09.839',-0.920,-0.660
'0:09.842',-0.920,-0.620
'0:09.844',-0.935,-0.575
'0:09.847',-0.950,-0.595
'0:09.850',-0.985,-0.650
'0:09.853',-0.965,-0.705
'0:09.856',-0.940,-0.695
'0:09.858',-0.940,-0.640
'0:09.861',-0.930,-0.585
'0:09.864',-0.940,-0.570
'0:09.867',-0.925,-0.620
'0:09.869',-0.925,-0.670
'0:09.872',-0.920,-0.675
'0:09.875',-0.925,-0.645
'0:09.878',-0.940,-0.610
'0:09.881',-0.955,-0.630
'0:09.883',-0.965,-0.675
'0:09.886',-0.945,-0.695
'0:09.889',-0.950,-0.695
'0:09.892',-0.955,-0.615
'0:09.894',-0.965,-0.585
'0:09.897',-0.975,-0.595
'0:09.900',-0.975,-0.630
'0:09.903',-0.955,-0.690
'0:09.906',-0.945,-0.695
'0:09.908',-0.945,-0.635
'0:09.911',-0.985,-0.610
'0:09.914',-1.005,-0.605
'0:09.917',-1.020,-0.645
'0:09.919',-1.010,-0.730
'0:09.922',-1.015,-0.725
'0:09.925',-1.000,-0.685
'0:09.928',-1.010,-0.615
'0:09.931',-1.025,-0.590
'0:09.933',-1.025,-0.650
'0:09.936',-1.020,-0.705
'0:09.939',-1.020,-0.730
'0:09.942',-1.025,-0.700
'0:09.944',-1.045,-0.670
'0:09.947',-1.060,-0.665
'0:09.950',-1.075,-0.700
'0:09.953',-1.055,-0.765
'0:09.956',-1.035,-0.765
'0:09.958',-1.035,-0.700
'0:09.961',-1.040,-0.620
'0:09.964',-1.045,-0.610
'0:09.967',-1.040,-0.635
'0:09.969',-1.025,-0.695
'0:09.972',-1.020,-0.730
'0:09.975',-1.020,-0.705
'0:09.978',-1.030,-0.650
'0:09.981',-1.045,-0.630
'0:09.983',-1.060,-0.655
'0:09.986',-1.045,-0.715
'0:09.989',-1.035,-0.725
'0:09.992',-1.005,-0.685
'0:09.994',-1.000,-0.625
'0:09.997',-1.010,-0.590
'0:10.000',-0.995,-0.625
'0:10.003',-0.985,-0.685
'0:10.006',-0.985,-0.705
'0:10.008',-0.990,-0.670
'0:10.011',-1.000,-0.635
'0:10.014',-1.020,-0.625
'0:10.017',-1.035,-0.665
'0:10.019',-1.030,-0.720
'0:10.022',-1.010,-0.750
'0:10.025',-0.965,-0.715
'0:10.028',-0.960,-0.625
'0:10.031',-0.970,-0.590
'0:10.033',-0.950,-0.600
'0:10.036',-0.930,-0.670
'0:10.039',-0.910,-0.725
'0:10.042',-0.900,-0.685
'0:10.044',-0.915,-0.650
'0:10.047',-0.915,-0.610
'0:10.050',-0.915,-0.630
'0:10.053',-0.890,-0.695
'0:10.056',-0.855,-0.705
'0:10.058',-0.820,-0.670
'0:10.061',-0.800,-0.600
'0:10.064',-0.780,-0.580
'0:10.067',-0.780,-0.590
'0:10.069',-0.775,-0.630
'0:10.072',-0.735,-0.625
'0:10.075',-0.730,-0.575
'0:10.078',-0.750,-0.525
'0:10.081',-0.765,-0.540
'0:10.083',-0.785,-0.605
'0:10.086',-0.790,-0.645
'0:10.089',-0.790,-0.655
'0:10.092',-0.790,-0.585
'0:10.094',-0.810,-0.535
'0:10.097',-0.815,-0.510
'0:10.100',-0.820,-0.555
'0:10.103',-0.810,-0.625
'0:10.106',-0.795,-0.650
'0:10.108',-0.800,-0.625
'0:10.111',-0.825,-0.575
'0:10.114',-0.865,-0.565
'0:10.117',-0.890,-0.610
'0:10.119',-0.905,-0.690
'0:10.122',-0.920,-0.735
'0:10.125',-0.925,-0.710
'0:10.128',-0.945,-0.645
'0:10.131',-0.955,-0.610
'0:10.133',-0.955,-0.605
'0:10.136',-0.975,-0.650
'0:10.139',-0.960,-0.705
'0:10.142',-0.975,-0.680
'0:10.144',-1.000,-0.650
'0:10.147',-1.010,-0.635
'0:10.150',-1.025,-0.625
'0:10.153',-1.035,-0.695
'0:10.156',-1.030,-0.745
'0:10.158',-1.010,-0.720
'0:10.161',-0.990,-0.670
'0:10.164',-0.990,-0.595
'0:10.167',-1.005,-0.570
'0:10.169',-1.005,-0.630
'0:10.172',-0.990,-0.710
'0:10.175',-0.990,-0.740
'0:10.178',-1.005,-0.690
'0:10.181',-1.040,-0.640
'0:10.183',-1.075,-0.630
'0:10.186',-1.125,-0.660
'0:10.189',-1.155,-0.715
'0:10.192',-1.170,-0.740
'0:10.194',-1.185,-0.700
'0:10.197',-1.185,-0.610
'0:10.200',-1.150,-0.560
'0:10.203',-1.085,-0.535
'0:10.206',-0.945,-0.535
'0:10.208',-0.775,-0.525
'0:10.211',-0.590,-0.475
'0:10.214',-0.395,-0.365
'0:10.217',-0.230,-0.270
'0:10.219',-0.075,-0.245
'0:10.222',0.085,-0.245
'0:10.225',0.220,-0.295
'0:10.228',0.405,-0.295
'0:10.231',0.535,-0.270
'0:10.233',0.615,-0.260
'0:10.236',0.665,-0.340
'0:10.239',0.675,-0.480
'0:10.242',0.670,-0.645
'0:10.244',0.610,-0.720
'0:10.247',0.540,-0.705
'0:10.250',0.465,-0.575
'0:10.253',0.315,-0.465
'0:10.256',0.105,-0.420
'0:10.258',-0.175,-0.465
'0:10.261',-0.445,-0.525
'0:10.264',-0.680,-0.575
'0:10.267',-0.850,-0.610
'0:10.269',-0.940,-0.665
'0:10.272',-0.940,-0.725
'0:10.275',-0.890,-0.755
'0:10.278',-0.860,-0.740
'0:10.281',-0.830,-0.655
'0:10.283',-0.850,-0.615
'0:10.286',-0.900,-0.610
'0:10.289',-0.950,-0.645
'0:10.292',-0.995,-0.715
'0:10.294',-1.005,-0.740
'0:10.297',-1.015,-0.685
'0:10.300',-1.035,-0.615
'0:10.303',-1.065,-0.585
'0:10.306',-1.065,-0.625
'0:10.308',-1.070,-0.675
'0:10.311',-1.075,-0.745
'0:10.314',-1.065,-0.735
'0:10.317',-1.075,-0.685
'0:10.319',-1.080,-0.620
'0:10.322',-1.085,-0.595
'0:10.325',-1.100,-0.650
'0:10.328',-1.050,-0.695
'0:10.331',-1.045,-0.705
'0:10.333',-1.020,-0.655
'0:10.336',-1.025,-0.590
'0:10.339',-1.035,-0.555
'0:10.342',-1.055,-0.600
'0:10.344',-1.075,-0.675
'0:10.347',-1.080,-0.720
'0:10.350',-1.055,-0.700
'0:10.353',-1.060,-0.640
'0:10.356',-1.070,-0.585
'0:10.358',-1.075,-0.590
'0:10.361',-1.060,-0.620
'0:10.364',-1.040,-0.665
'0:10.367',-1.020,-0.640
'0:10.369',-1.035,-0.580
'0:10.372',-1.030,-0.540
'0:10.375',-1.050,-0.545
'0:10.378',-1.060,-0.580
'0:10.381',-1.065,-0.645
'0:10.383',-1.040,-0.665
'0:10.386',-1.030,-0.605
'0:10.389',-1.040,-0.545
'0:10.392',-1.045,-0.490
'0:10.394',-1.030,-0.510
'0:10.397',-1.045,-0.560
'0:10.400',-1.010,-0.580
'0:10.403',-0.990,-0.575
'0:10.406',-0.985,-0.505
'0:10.408',-1.005,-0.460
'0:10.411',-1.025,-0.470
'0:10.414',-1.035,-0.535
'0:10.417',-1.035,-0.600
'0:10.419',-1.030,-0.600
'0:10.422',-1.015,-0.535
'0:10.425',-1.010,-0.460
'0:10.428',-1.015,-0.425
'0:10.431',-1.010,-0.435
'0:10.433',-0.975,-0.490
'0:10.436',-0.975,-0.540
'0:10.439',-0.955,-0.535
'0:10.442',-0.970,-0.470
'0:10.444',-0.980,-0.430
'0:10.447',-0.985,-0.435
'0:10.450',-0.980,-0.485
'0:10.453',-0.960,-0.530
'0:10.456',-0.965,-0.510
'0:10.458',-0.955,-0.475
'0:10.461',-0.980,-0.435
'0:10.464',-0.965,-0.455
'0:10.467',-0.945,-0.500
'0:10.469',-0.930,-0.510
'0:10.472',-0.920,-0.485
'0:10.475',-0.940,-0.450
'0:10.478',-0.955,-0.465
'0:10.481',-0.955,-0.520
'0:10.483',-0.950,-0.570
'0:10.486',-0.940,-0.565
'0:10.489',-0.930,-0.535
'0:10.492',-0.925,-0.465
'0:10.494',-0.925,-0.475
'0:10.497',-0.920,-0.530
'0:10.500',-0.895,-0.575
'0:10.503',-0.885,-0.555
'0:10.506',-0.910,-0.530
'0:10.508',-0.910,-0.510
'0:10.511',-0.920,-0.535
'0:10.514',-0.950,-0.605
'0:10.517',-0.925,-0.655
'0:10.519',-0.930,-0.645
'0:10.522',-0.910,-0.600
'0:10.525',-0.930,-0.535
'0:10.528',-0.945,-0.545
'0:10.531',-0.930,-0.605
'0:10.533',-0.910,-0.635
'0:10.536',-0.900,-0.645
'0:10.539',-0.905,-0.590
'0:10.542',-0.935,-0.565
'0:10.544',-0.935,-0.575
'0:10.547',-0.955,-0.635
'0:10.550',-0.975,-0.700
'0:10.553',-0.955,-0.695
'0:10.556',-0.955,-0.650
'0:10.558',-0.960,-0.585
'0:10.561',-0.965,-0.570
'0:10.564',-0.965,-0.620
'0:10.567',-0.940,-0.660
'0:10.569',-0.915,-0.670
'0:10.572',-0.925,-0.620
'0:10.575',-0.940,-0.590
'0:10.578',-0.960,-0.580
'0:10.581',-0.975,-0.635
'0:10.583',-0.980,-0.695
'0:10.586',-0.960,-0.705
'0:10.589',-0.955,-0.695
'0:10.592',-0.970,-0.610
'0:10.594',-0.975,-0.575
'0:10.597',-0.980,-0.600
'0:10.600',-0.960,-0.655
'0:10.603',-0.945,-0.685
'0:10.606',-0.950,-0.665
'0:10.608',-0.950,-0.605
'0:10.611',-0.980,-0.590
'0:10.614',-0.990,-0.625
'0:10.617',-1.000,-0.700
'0:10.619',-1.010,-0.740
'0:10.622',-1.015,-0.695
'0:10.625',-1.015,-0.635
'0:10.628',-1.025,-0.605
'0:10.631',-1.030,-0.630
'0:10.633',-1.025,-0.685
'0:10.636',-1.015,-0.700
'0:10.639',-1.015,-0.685
'0:10.642',-1.010,-0.630
'0:10.644',-1.040,-0.620
'0:10.647',-1.060,-0.650
'0:10.650',-1.060,-0.700
'0:10.653',-1.055,-0.740
'0:10.656',-1.035,-0.700
'0:10.658',-1.055,-0.655
'0:10.661',-1.055,-0.615
'0:10.664',-1.060,-0.635
'0:10.667',-1.045,-0.670
'0:10.669',-1.025,-0.690
'0:10.672',-1.025,-0.660
'0:10.675',-1.035,-0.635
'0:10.678',-1.055,-0.640
'0:10.681',-1.055,-0.700
'0:10.683',-1.045,-0.720
'0:10.686',-1.045,-0.690
'0:10.689',-1.045,-0.665
'0:10.692',-1.035,-0.655
'0:10.694',-1.040,-0.675
'0:10.697',-1.005,-0.705
'0:10.700',-1.000,-0.675
'0:10.703',-1.000,-0.635
'0:10.706',-0.995,-0.605
'0:10.708',-1.020,-0.620
'0:10.711',-1.010,-0.705
'0:10.714',-1.000,-0.740
'0:10.717',-0.985,-0.745
'0:10.719',-0.985,-0.690
'0:10.722',-0.990,-0.630
'0:10.725',-0.995,-0.625
'0:10.728',-1.000,-0.660
'0:10.731',-0.970,-0.700
'0:10.733',-0.940,-0.695
'0:10.736',-0.925,-0.660
'0:10.739',-0.945,-0.610
'0:10.742',-0.945,-0.600
'0:10.744',-0.940,-0.635
'0:10.747',-0.935,-0.700
'0:10.750',-0.895,-0.720
'0:10.753',-0.870,-0.670
'0:10.756',-0.865,-0.615
'0:10.758',-0.845,-0.615
'0:10.761',-0.830,-0.615
'0:10.764',-0.790,-0.650
'0:10.767',-0.770,-0.635
'0:10.769',-0.750,-0.570
'0:10.772',-0.750,-0.510
'0:10.775',-0.770,-0.510
'0:10.778',-0.780,-0.565
'0:10.781',-0.785,-0.640
'0:10.783',-0.780,-0.655
'0:10.786',-0.785,-0.625
'0:10.789',-0.800,-0.560
'0:10.792',-0.815,-0.535
'0:10.794',-0.825,-0.565
'0:10.797',-0.815,-0.605
'0:10.800',-0.800,-0.620
'0:10.803',-0.790,-0.605
'0:10.806',-0.810,-0.550
'0:10.808',-0.825,-0.545
'0:10.811',-0.880,-0.615
'0:10.814',-0.890,-0.670
'0:10.817',-0.895,-0.725
'0:10.819',-0.910,-0.705
'0:10.822',-0.950,-0.665
'0:10.825',-0.965,-0.625
'0:10.828',-0.975,-0.670
'0:10.831',-0.965,-0.715
'0:10.833',-0.965,-0.735
'0:10.836',-0.955,-0.705
'0:10.839',-0.965,-0.640
'0:10.842',-0.985,-0.585
'0:10.844',-1.005,-0.585
'0:10.847',-1.010,-0.650
'0:10.850',-1.020,-0.715
'0:10.853',-1.015,-0.725
'0:10.856',-1.020,-0.685
'0:10.858',-1.015,-0.620
'0:10.861',-1.030,-0.600
'0:10.864',-1.010,-0.625
'0:10.867',-0.995,-0.680
'0:10.869',-0.990,-0.680
'0:10.872',-0.990,-0.645
'0:10.875',-1.015,-0.625
'0:10.878',-1.050,-0.645
'0:10.881',-1.095,-0.715
'0:10.883',-1.125,-0.735
'0:10.886',-1.160,-0.720
'0:10.889',-1.210,-0.640
'0:10.892',-1.210,-0.625
'0:10.894',-1.150,-0.620
'0:10.897',-1.045,-0.585
'0:10.900',-0.865,-0.525
'0:10.903',-0.665,-0.415
'0:10.906',-0.465,-0.305
'0:10.908',-0.280,-0.255
'0:10.911',-0.080,-0.280
'0:10.914',0.100,-0.300
'0:10.917',0.270,-0.300
'0:10.919',0.410,-0.255
'0:10.922',0.520,-0.220
'0:10.925',0.600,-0.275
'0:10.928',0.655,-0.405
'0:10.931',0.695,-0.565
'0:10.933',0.690,-0.640
'0:10.936',0.640,-0.640
'0:10.939',0.570,-0.565
'0:10.942',0.455,-0.495
'0:10.944',0.285,-0.480
'0:10.947',0.040,-0.480
'0:10.950',-0.245,-0.505
'0:10.953',-0.530,-0.530
'0:10.956',-0.770,-0.585
'0:10.958',-0.925,-0.660
'0:10.961',-0.965,-0.730
'0:10.964',-0.955,-0.770
'0:10.967',-0.890,-0.730
'0:10.969',-0.845,-0.645
'0:10.972',-0.845,-0.590
'0:10.975',-0.860,-0.575
'0:10.978',-0.940,-0.635
'0:10.981',-0.975,-0.705
'0:10.983',-1.015,-0.695
'0:10.986',-1.045,-0.665
'0:10.989',-1.100,-0.635
'0:10.992',-1.105,-0.625
'0:10.994',-1.105,-0.670
'0:10.997',-1.085,-0.700
'0:11.000',-1.055,-0.665
'0:11.003',-1.065,-0.600
'0:11.006',-1.070,-0.575
'0:11.008',-1.095,-0.605
'0:11.011',-1.090,-0.645
'0:11.014',-1.080,-0.685
'0:11.017',-1.075,-0.650
'0:11.019',-1.080,-0.610
'0:11.022',-1.090,-0.570
'0:11.025',-1.100,-0.600
'0:11.028',-1.080,-0.630
'0:11.031',-1.055,-0.650
'0:11.033',-1.060,-0.610
'0:11.036',-1.055,-0.550
'0:11.039',-1.075,-0.520
'0:11.042',-1.085,-0.540
'0:11.044',-1.085,-0.625
'0:11.047',-1.075,-0.645
'0:11.050',-1.065,-0.640
'0:11.053',-1.080,-0.580
'0:11.056',-1.090,-0.560
'0:11.058',-1.095,-0.560
'0:11.061',-1.075,-0.605
'0:11.064',-1.060,-0.615
'0:11.067',-1.035,-0.575
'0:11.069',-1.030,-0.500
'0:11.072',-1.045,-0.485
'0:11.075',-1.045,-0.525
'0:11.078',-1.045,-0.575
'0:11.081',-1.035,-0.590
'0:11.083',-1.030,-0.535
'0:11.086',-1.020,-0.500
'0:11.089',-1.070,-0.505
'0:11.092',-1.050,-0.560
'0:11.094',-1.035,-0.550
'0:11.097',-1.015,-0.525
'0:11.100',-1.010,-0.460
'0:11.103',-1.020,-0.425
'0:11.106',-1.030,-0.440
'0:11.108',-1.015,-0.490
'0:11.111',-1.020,-0.550
'0:11.114',-1.000,-0.545
'0:11.117',-0.995,-0.490
'0:11.119',-1.005,-0.435
'0:11.122',-1.030,-0.430
